,0,1,2,3,4
312,2020-01-23,0,0,2,-1.5
313,2020-01-19,0,1,0,1.0
314,2020-01-18,1,0,0,1.5
315,2020-01-16,0,0,2,-1.5
316,2020-01-15,0,1,1,-0.25
317,2020-01-14,0,0,4,-1.5
318,2020-01-13,0,2,1,0.167
319,2020-01-09,1,0,0,1.5
320,2020-01-07,0,0,1,-1.5
321,2020-01-05,0,0,1,-1.5
322,2019-12-30,0,0,1,-1.5
323,2019-12-29,1,0,0,1.5
324,2019-12-28,0,0,1,-1.5
325,2019-12-27,0,0,1,-1.5
326,2019-12-26,0,1,0,1.0
327,2019-12-21,0,0,1,-1.5
328,2019-12-20,0,1,0,1.0
329,2019-12-19,1,0,0,1.5
330,2019-12-18,0,0,2,-1.5
331,2019-12-17,0,0,2,-1.5
332,2019-12-16,0,0,1,-1.5
333,2019-12-14,0,0,1,-1.5
334,2019-12-13,0,2,0,1.0
335,2019-12-12,0,1,2,-0.667
336,2019-12-11,0,1,8,-1.222
337,2019-12-10,2,1,5,-0.438
338,2019-12-09,0,0,1,-1.5
339,2019-12-07,0,0,1,-1.5
340,2019-12-06,0,0,1,-1.5
341,2019-12-04,0,1,0,1.0
342,2019-12-02,1,0,0,1.5
343,2019-12-01,1,0,0,1.5
344,2019-11-11,0,1,0,1.0
345,2019-11-08,0,1,0,1.0
346,2019-11-05,0,1,0,1.0
347,2019-11-04,1,0,0,1.5
348,2019-11-01,1,0,0,1.5
349,2019-10-24,0,0,1,-1.5
350,2019-10-21,0,0,1,-1.5
351,2019-10-20,0,1,0,1.0
352,2019-10-19,1,0,0,1.5
353,2019-10-17,2,0,0,1.5
354,2019-10-14,1,0,0,1.5
355,2019-10-10,1,0,0,1.5
356,2019-10-08,0,2,0,1.0
357,2019-10-04,0,0,2,-1.5
358,2019-10-01,1,0,0,1.5
359,2019-09-29,1,0,0,1.5
360,2019-09-28,0,0,1,-1.5
361,2019-09-27,1,0,0,1.5
362,2019-09-26,0,0,1,-1.5
363,2019-09-23,2,0,0,1.5
364,2019-09-19,0,2,0,1.0
365,2019-09-18,1,1,0,1.25
366,2019-09-17,0,1,0,1.0
367,2019-09-16,0,2,1,0.167
368,2019-09-14,1,0,0,1.5
369,2019-09-13,0,0,2,-1.5
370,2019-09-12,0,1,3,-0.875
371,2019-09-11,0,1,7,-1.188
372,2019-09-10,2,5,7,-0.179
373,2019-09-09,0,1,1,-0.25
374,2019-09-08,0,2,0,1.0
375,2019-09-06,1,0,0,1.5
376,2019-09-05,0,3,1,0.375
377,2019-09-04,0,1,0,1.0
378,2019-09-03,1,0,0,1.5
379,2019-08-30,1,1,0,1.25
380,2019-08-29,0,2,1,0.167
381,2019-08-27,0,1,0,1.0
382,2019-08-26,2,0,0,1.5
383,2019-08-25,1,0,0,1.5
384,2019-08-22,6,0,0,1.5
385,2019-08-20,0,0,1,-1.5
386,2019-08-19,1,0,0,1.5
387,2019-08-11,0,0,1,-1.5
388,2019-08-07,0,1,0,1.0
389,2019-08-01,0,0,1,-1.5
390,2019-07-25,0,1,1,-0.25
391,2019-07-18,0,1,0,1.0
392,2019-07-11,0,0,1,-1.5
393,2019-07-04,1,0,0,1.5
394,2019-07-01,0,0,1,-1.5
395,2019-06-20,0,0,1,-1.5
396,2019-06-14,0,0,1,-1.5
397,2019-06-12,0,0,2,-1.5
398,2019-06-10,3,1,0,1.375
399,2019-06-09,0,0,1,-1.5
400,2019-06-08,0,0,1,-1.5
401,2019-06-06,0,0,2,-1.5
402,2019-06-05,1,1,11,-1.077
403,2019-06-04,1,1,7,-0.889
404,2019-06-03,2,0,0,1.5
405,2019-06-02,0,1,0,1.0
406,2019-05-31,0,0,1,-1.5
407,2019-05-30,3,0,0,1.5
408,2019-05-28,1,0,0,1.5
409,2019-05-26,1,0,0,1.5
410,2019-05-21,1,0,0,1.5
411,2019-05-20,0,0,2,-1.5
412,2019-05-10,0,0,1,-1.5
413,2019-05-06,0,0,1,-1.5
414,2019-05-02,0,1,1,-0.25
415,2019-04-17,0,0,1,-1.5
416,2019-04-14,1,0,0,1.5
417,2019-04-09,0,0,2,-1.5
418,2019-04-08,0,1,4,-1.0
419,2019-04-07,0,0,1,-1.5
420,2019-04-04,0,0,1,-1.5
421,2019-04-03,0,2,5,-0.786
422,2019-04-02,1,2,5,-0.5
