,0,1,2,3,4
469,2019-11-21,3,2,1,0.833
470,2019-11-20,5,3,0,1.313
471,2019-11-19,5,3,0,1.313
472,2019-11-18,1,1,0,1.25
473,2019-11-17,1,0,0,1.5
474,2019-11-16,2,0,0,1.5
475,2019-11-15,3,3,1,0.857
476,2019-11-14,6,4,1,1.045
477,2019-11-13,10,6,1,1.147
478,2019-11-12,5,0,0,1.5
479,2019-11-11,22,4,1,1.315
480,2019-11-10,1,1,0,1.25
481,2019-11-09,1,1,0,1.25
482,2019-11-08,13,2,0,1.433
483,2019-11-07,4,0,0,1.5
484,2019-11-06,2,0,1,0.5
485,2019-11-05,6,1,0,1.429
486,2019-11-04,8,0,0,1.5
487,2019-11-01,9,2,0,1.409
488,2019-10-31,2,0,0,1.5
489,2019-10-30,3,1,0,1.375
490,2019-10-29,1,0,0,1.5
491,2019-10-28,2,1,1,0.625
492,2019-10-25,1,0,0,1.5
493,2019-10-24,1,0,0,1.5
494,2019-10-23,2,0,0,1.5
495,2019-10-21,0,1,0,1.0
496,2019-10-18,2,1,0,1.333
497,2019-10-17,2,0,0,1.5
498,2019-10-16,2,1,0,1.333
499,2019-10-15,4,0,0,1.5
500,2019-10-14,1,1,0,1.25
501,2019-10-11,2,0,0,1.5
502,2019-10-10,2,1,1,0.625
503,2019-10-09,3,2,0,1.3
504,2019-10-08,1,1,1,0.333
505,2019-10-07,1,0,0,1.5
506,2019-10-04,2,0,0,1.5
507,2019-10-03,2,3,0,1.2
508,2019-10-02,1,0,0,1.5
509,2019-10-01,3,2,1,0.833
510,2019-09-30,2,4,1,0.786
511,2019-09-27,1,5,2,0.438
512,2019-09-26,3,1,0,1.375
513,2019-09-25,2,1,0,1.333
514,2019-09-24,2,3,1,0.75
515,2019-09-23,2,2,0,1.25
516,2019-09-22,1,0,0,1.5
517,2019-09-20,1,1,0,1.25
518,2019-09-19,1,1,1,0.333
519,2019-09-18,2,1,0,1.333
520,2019-09-17,2,0,0,1.5
521,2019-09-16,2,0,0,1.5
522,2019-09-13,1,0,0,1.5
523,2019-09-12,4,0,0,1.5
524,2019-09-11,0,1,0,1.0
525,2019-09-10,3,12,0,1.1
526,2019-09-09,2,4,1,0.786
527,2019-09-06,1,1,0,1.25
528,2019-09-05,0,3,0,1.0
529,2019-09-04,0,1,0,1.0
530,2019-09-03,5,0,0,1.5
531,2019-09-02,1,0,0,1.5
532,2019-08-30,2,1,0,1.333
533,2019-08-28,1,0,0,1.5
534,2019-08-26,0,3,0,1.0
535,2019-08-23,3,0,1,0.75
536,2019-08-22,1,1,0,1.25
537,2019-08-21,3,3,0,1.25
538,2019-08-20,0,3,0,1.0
539,2019-08-19,3,2,0,1.3
540,2019-08-18,2,0,0,1.5
541,2019-08-16,5,1,0,1.417
542,2019-08-15,13,0,1,1.286
543,2019-08-14,3,5,1,0.889
544,2019-08-13,1,4,0,1.1
545,2019-08-11,0,1,0,1.0
546,2019-08-09,0,1,0,1.0
547,2019-08-08,1,1,0,1.25
548,2019-08-07,1,1,1,0.333
549,2019-08-06,1,1,1,0.333
550,2019-08-05,2,1,1,0.625
551,2019-08-03,0,1,0,1.0
552,2019-08-02,1,1,0,1.25
553,2019-08-01,2,1,0,1.333
554,2019-07-31,1,1,0,1.25
555,2019-07-30,3,0,0,1.5
556,2019-07-29,1,1,0,1.25
557,2019-07-26,2,0,0,1.5
558,2019-07-25,3,0,0,1.5
559,2019-07-24,4,2,0,1.333
560,2019-07-23,8,0,0,1.5
561,2019-07-22,1,0,0,1.5
562,2019-07-21,1,0,0,1.5
563,2019-07-19,2,0,0,1.5
564,2019-07-18,2,0,0,1.5
565,2019-07-17,3,0,0,1.5
566,2019-07-16,5,0,0,1.5
567,2019-07-13,0,1,0,1.0
568,2019-07-12,1,0,0,1.5
569,2019-07-11,5,1,0,1.417
570,2019-07-09,3,2,1,0.833
571,2019-07-08,0,0,1,-1.5
572,2019-07-05,1,0,0,1.5
573,2019-07-03,2,2,0,1.25
574,2019-07-02,3,0,0,1.5
575,2019-07-01,5,0,0,1.5
576,2019-06-30,0,0,1,-1.5
577,2019-06-28,0,1,0,1.0
578,2019-06-27,5,1,0,1.417
579,2019-06-26,4,1,0,1.4
580,2019-06-25,1,0,1,0.0
581,2019-06-24,3,2,0,1.3
582,2019-06-23,0,0,1,-1.5
583,2019-06-22,1,0,0,1.5
584,2019-06-21,2,1,0,1.333
585,2019-06-20,1,1,0,1.25
586,2019-06-19,3,0,2,0.3
587,2019-06-18,2,2,1,0.7
588,2019-06-17,0,4,0,1.0
589,2019-06-14,1,0,0,1.5
590,2019-06-13,5,3,1,1.0
591,2019-06-12,3,1,0,1.375
592,2019-06-11,6,0,0,1.5
593,2019-06-10,0,0,2,-1.5
594,2019-06-07,1,0,0,1.5
595,2019-06-06,2,1,1,0.625
596,2019-06-05,7,0,0,1.5
597,2019-06-04,1,1,1,0.333
598,2019-06-03,2,0,0,1.5
599,2019-06-01,1,0,0,1.5
600,2019-05-31,1,1,2,-0.125
601,2019-05-30,2,0,0,1.5
602,2019-05-29,3,0,1,0.75
603,2019-05-28,6,2,1,1.056
604,2019-05-27,2,2,0,1.25
605,2019-05-24,3,0,1,0.75
606,2019-05-23,1,1,1,0.333
607,2019-05-20,4,0,2,0.5
608,2019-05-18,1,0,0,1.5
609,2019-05-17,1,0,0,1.5
610,2019-05-16,5,2,0,1.357
611,2019-05-15,13,1,2,1.094
612,2019-05-14,1,1,1,0.333
613,2019-05-13,3,2,1,0.833
614,2019-05-11,0,1,0,1.0
615,2019-05-10,1,0,1,0.0
616,2019-05-09,2,0,0,1.5
617,2019-05-08,3,0,0,1.5
618,2019-05-07,3,0,0,1.5
619,2019-05-04,0,0,1,-1.5
620,2019-05-03,1,0,0,1.5
621,2019-05-01,1,0,0,1.5
622,2019-04-26,1,0,1,0.0
623,2019-04-25,1,0,1,0.0
624,2019-04-24,1,1,0,1.25
625,2019-04-23,0,1,0,1.0
626,2019-04-22,0,1,0,1.0
627,2019-04-18,1,0,0,1.5
628,2019-04-16,1,0,0,1.5
629,2019-04-15,0,3,0,1.0
630,2019-04-12,0,1,0,1.0
631,2019-04-08,0,1,0,1.0
632,2019-04-05,1,0,1,0.0
633,2019-04-03,2,0,0,1.5
634,2019-04-02,1,0,0,1.5
635,2019-04-01,3,0,0,1.5
